id,block,german,spanish,pos,note,prio
929,11,um die Ecke,a la vuelta,phrase,a la vuelta de casa,2
930,11,darf ich reinkommen?,¿puedo pasar?,phrase,,2
931,11,ich komme spät zurück,vuelvo tarde,phrase,,2
932,11,ich habe einen Schlüssel,tengo llave,phrase,ohne Artikel,3
933,12,ich arbeite (ugs.),laburo,verb,yo (laburar); Lunfardo; auch Nomen: der Job (B7),1
934,12,du arbeitest (ugs.),laburás,verb,vos; Lunfardo,1
935,12,er/sie arbeitet (ugs.),labura,verb,él/ella; Lunfardo,2
936,12,das Geld (Lunfardo),guita,noun,f; Lunfardo,2
937,12,der Peso / die Kohle (Lunfardo),mango,noun,m; no tengo un mango = ich hab keinen Peso; auch: die Mango,2
938,12,die Frau (Lunfardo),mina,noun,f; informell unter Männern; nicht zu einer Frau sagen,3
939,12,der Typ (ugs.),chabón,noun,m; Lunfardo,3
940,12,der Typ / der Kerl,tipo,noun,m; auch: die Art (tipo de …),2
941,12,Depp / Kumpel (Anrede),boludo,noun,"m; vulgär; unter Freunden Anrede, bei Fremden Beleidigung",3
942,12,das Chaos / der Schlamassel,quilombo,noun,m; Lunfardo; es un quilombo,2
943,12,der Bus (Lunfardo),bondi,noun,m; Lunfardo für colectivo,2
944,12,ich esse (Lunfardo),morfo,verb,yo (morfar); Lunfardo,3
945,12,du isst (Lunfardo),morfás,verb,vos; Lunfardo,3
946,12,er/sie isst (Lunfardo),morfa,verb,él/ella; Lunfardo,3
947,12,das Bier (ugs.),birra,noun,f; umgangssprachlich,2
948,12,das Gerede / die Anmache,chamuyo,noun,m; Lunfardo; chamuyar = schönreden / anbaggern,3
949,12,ich steh zu dir / ich halte zu dir,te banco,phrase,"bancar = aushalten, unterstützen; no lo banco = ich ertrage ihn nicht",3
950,12,du hältst aus / du unterstützt (ugs.),bancás,verb,vos (bancar); Lunfardo,3
951,12,er/sie hält aus / unterstützt (ugs.),banca,verb,él/ella; Lunfardo,3
952,12,krass / heftig,zarpado,adj,Lunfardo; positiv oder negativ,3
953,12,wirklich / echt (ugs.),posta,adv,Lunfardo; ¿posta? = echt?,2
954,12,voll / sehr (Verstärker),re,adv,porteño; re lindo = voll schön,1
955,12,die Faulheit / die Unlust,fiaca,noun,f; tengo fiaca = ich hab keinen Bock,2
956,12,der Spaß / die Party,joda,noun,f; en joda = im Scherz,3
957,12,ich zahle (Lunfardo),garpo,verb,"yo (garpar); Lunfardo, Silbentausch von pagar",3
958,12,du zahlst (Lunfardo),garpás,verb,vos; Lunfardo,3
959,12,er/sie zahlt (Lunfardo),garpa,verb,él/ella; Lunfardo,3
960,12,ich klaue,afano,verb,yo (afanar); Lunfardo; me afanaron = ich wurde beklaut,3
961,12,du klaust,afanás,verb,vos; Lunfardo,3
962,12,er/sie klaut,afana,verb,él/ella; Lunfardo,3
963,12,gefälscht / Fake,trucho,adj,umgangssprachlich,2
964,12,der Dieb,chorro,noun,m; Lunfardo,2
965,12,der Trottel,gil,noun,"m; Lunfardo, abwertend",3
966,12,großartig / stark (Person),groso,adj,sos un groso = du bist der Hammer,3
967,12,super / prima,macanudo,adj,etwas altmodisch,3
968,12,schlau / entspannt / cool,piola,adj,Lunfardo,2
969,12,sofort,al toque,phrase,umgangssprachlich,2
970,12,"sofort / klar, ohne Umschweife",de una,phrase,umgangssprachlich; als Antwort: ¡de una!,2
971,12,auf keinen Fall,ni en pedo,phrase,vulgär-locker; wörtlich: nicht mal betrunken,3
972,12,auf keinen Fall / null,ni ahí,phrase,umgangssprachlich,3
973,12,schickimicki / versnobt,cheto,adj,umgangssprachlich,3
974,12,weißt du / gell (Füllwort),viste,phrase,Füllwort; wörtlich: du hast gesehen,2
975,12,sieh mal an / ach was,mirá vos,phrase,Ausdruck des Erstaunens,2
976,12,alles ruhig / alles entspannt,todo tranqui,phrase,tranqui = kurz für tranquilo,3
977,12,wir kommen zurecht / geht so,ahí andamos,phrase,Antwort auf ¿cómo andás?,3
978,12,mal sehen / schauen wir,vamos viendo,phrase,,2
979,12,hat nichts damit zu tun / überhaupt nicht,nada que ver,phrase,,2
980,12,genau so / ganz genau,tal cual,phrase,als Zustimmung,2
981,12,was weiß ich,qué sé yo,phrase,,2
982,12,sagen wir mal / ungefähr,ponele,phrase,imperativo vos (poner) + le,2
983,12,trotzdem / egal / gleich,igual,adv,igual voy = ich geh trotzdem,2
984,12,obendrein / noch dazu,encima,adv,auch: oben drauf,3
985,12,vielleicht (ugs.),capaz,adv,porteño; capaz que voy = vielleicht geh ich,1
986,12,vielleicht (ugs.),por ahí,phrase,auch: da irgendwo,2
987,12,im schlimmsten Fall / zur Not,de última,phrase,,3
988,12,am Ende / letztlich,al final,phrase,,2
989,12,ein Moment / ein bisschen,un toque,phrase,esperá un toque = warte kurz,2
990,12,eine Weile,un rato,phrase,m; hace un rato = vor einer Weile,2
991,12,gerade eben / erst,recién,adv,porteño; recién llegué,2
992,12,ab und zu,cada tanto,phrase,,2
993,12,ein Mann von Wort / ein Verlässlicher,un tipo de ley,phrase,de ley = verlässlich,3
994,12,der Guapo (alter Sinn),guapo,noun,m; der stille harte Mann des Arrabals; heute: gutaussehend,3
995,12,der Herzensfreund,amigo del alma,phrase,,3
996,12,der Kumpel,compinche,noun,m,3
997,12,die Clique / die Gruppe,barra,noun,f; barra brava = Hooligans,3
998,12,das Treffen (unter Freunden),juntada,noun,f,3
999,12,so ist Argentinien,así es Argentina,phrase,,3
1000,13,die Einwanderungsbehörde,Migraciones,noun,f; Dirección Nacional de Migraciones,1
1001,13,die vorläufige Aufenthaltserlaubnis,residencia precaria,noun,f,2
1002,13,die befristete Aufenthaltsgenehmigung,residencia temporaria,noun,f,2
1003,13,die unbefristete Aufenthaltsgenehmigung,residencia permanente,noun,f,3
1004,13,der Personalausweis,DNI,noun,m; Documento Nacional de Identidad,1
1005,13,die Sozialversicherungsnummer,CUIL,noun,m; Código Único de Identificación Laboral; nötig für Arbeit en blanco,1
1006,13,die Steuernummer (Selbständige / Firmen),CUIT,noun,m,3
1007,13,der Behördengang / der Verwaltungsvorgang,trámite,noun,m; zentrales Wort: hacer un trámite,1
1008,13,der Termin (Behörde / Arzt),turno,noun,m; sacar turno = Termin holen; in B8: die Schicht,1
1009,13,das Formular,formulario,noun,m,2
1010,13,die Bescheinigung,certificado,noun,m,2
1011,13,das Führungszeugnis,antecedentes penales,noun,m pl,2
1012,13,die Apostille,apostilla,noun,f,2
1013,13,die beglaubigte Übersetzung,traducción pública,noun,f,2
1014,13,der Notar,escribano,noun,m; f: escribana,3
1015,13,die Fotokopie,fotocopia,noun,f,2
1016,13,der Stempel,sello,noun,m,2
1017,13,die Unterschrift,firma,noun,f; auch: die Firma,2
1018,13,der Beleg / die Quittung,comprobante,noun,m,2
1019,13,der Reisepass,pasaporte,noun,m,1
1020,13,das Ablaufdatum / die Fälligkeit,vencimiento,noun,m,2
1021,13,die Verlängerung (Frist),prórroga,noun,f,3
1022,13,ich verlängere / ich erneuere,renuevo,verb,yo (renovar),2
1023,13,du verlängerst / du erneuerst,renovás,verb,vos,2
1024,13,er/sie verlängert / erneuert,renueva,verb,él/ella,2
1025,13,der Schalter,ventanilla,noun,f,2
1026,13,die Schlange (Warteschlange),cola,noun,f; hacer la cola = anstehen,1
1027,13,das Konto,cuenta,noun,f; cuenta bancaria; in B14: die Rechnung,2
1028,13,die Überweisung,transferencia,noun,f,2
1029,13,der Wechselkurs / das Wechseln,cambio,noun,m; casa de cambio = Wechselstube; auch: Kleingeld; in B16: ich wechsle,2
1030,13,der inoffizielle Dollarkurs,blue,noun,m; dólar blue,2
1031,13,die inoffizielle Wechselstube,cueva,noun,f; wörtlich: Höhle,3
1032,13,der Straßenwechsler,arbolito,noun,m; wörtlich: Bäumchen; calle Florida,3
1033,13,die Inflation,inflación,noun,f,2
1034,13,die Preiserhöhung / die Gehaltserhöhung,aumento,noun,m,2
1035,13,das ist sauteuer,está carísimo,phrase,-ísimo = sehr,2
1036,13,ich hab keinen Peso,no tengo un mango,phrase,mango = Lunfardo für Peso,2
1037,13,die Kaution,depósito,noun,m; auch: das Lager,2
1038,13,"die Rechnung (Strom, Gas, Wasser)",boleta,noun,f,2
1039,13,es läuft ab / es ist fällig,vence,verb,él/ella (vencer); vence el 10 = ist am 10. fällig,2
1040,13,der Selbständigen-Status (Steuer),monotributo,noun,m,3
1041,13,die Krankenkasse (gesetzlich),obra social,noun,f,2
1042,13,die private Krankenkasse,prepaga,noun,f,3
1043,13,die Botschaft,embajada,noun,f,2
1044,13,das Konsulat,consulado,noun,m,2
1045,13,der Lohn / das Gehalt,sueldo,noun,m; gleiche Form wie „ich schweiße“ (B8); auch: salario,1
1046,14,das Asado (Grillfest / Grillfleisch),asado,noun,m,1
1047,14,der Grill / das Grillrestaurant,parrilla,noun,f,1
1048,14,das Steak,bife,noun,m; bife de chorizo = Rumpsteak,2
1049,14,die Bratwurst (Grill),chorizo,noun,m,2
1050,14,die Blutwurst,morcilla,noun,f,3
1051,14,der Bauchlappen (Grillstück),vacío,noun,m; Flanksteak; in B7: leer,3
1052,14,das Zwerchfellsteak,entraña,noun,f,3
1053,14,die Querrippe,asado de tira,noun,m,3
1054,14,die Innereien (Grill),achuras,noun,f pl,3
1055,14,der gegrillte Käse,provoleta,noun,f,3
1056,14,das panierte Schnitzel,milanesa,noun,f; Nationalgericht,1
1057,14,die Gnocchi,ñoquis,noun,m pl; Tradition am 29. jedes Monats,3
1058,14,die Pizza,pizza,noun,f; in BA dick und mit viel Käse,2
1059,14,der Kichererbsenfladen,fainá,noun,f; wird auf die Pizza gelegt,3
1060,14,das Hörnchen / das Croissant,medialuna,noun,f,1
1061,14,das süße Gebäck (Bäckerei),factura,noun,f; auch: die Rechnung / Faktura,2
1062,14,der Milchkaffee,café con leche,noun,m,2
1063,14,der kleine Kaffee mit etwas Milch,cortado,noun,m,2
1064,14,die Milch mit einem Schuss Kaffee,lágrima,noun,f; wörtlich: Träne,3
1065,14,die heiße Schokolade,submarino,noun,m; heiße Milch mit Schokoriegel,3
1066,14,der Alfajor,alfajor,noun,m; Doppelkeks mit dulce de leche,2
1067,14,der Fernet mit Cola,fernet con coca,noun,m; Nationalgetränk,2
1068,14,der Rotwein,vino tinto,noun,m,2
1069,14,der Malbec,malbec,noun,m; Rotwein aus Mendoza,3
1070,14,das Sodawasser,soda,noun,f,3
1071,14,die Rechnung (Café / Restaurant),cuenta,noun,"f; la cuenta, por favor; in B13: das Konto",1
1072,14,das Trinkgeld,propina,noun,f; ca. 10 %,2
1073,14,der Kellner,mozo,noun,m; porteño für camarero; f: moza,1
1074,14,die Speisekarte / das Menü,menú,noun,m; menú del día = Tagesmenü,2
1075,14,die Speisekarte,carta,noun,f; auch: der Brief,2
1076,14,der Teller / das Gericht,plato,noun,m,2
1077,14,das Besteck,cubiertos,noun,m pl,3
1078,14,die Gabel,tenedor,noun,m,2
1079,14,das Messer,cuchillo,noun,m,2
1080,14,der Löffel,cuchara,noun,f,2
1081,14,das Glas,vaso,noun,m,2
1082,14,das Weinglas,copa,noun,f,3
1083,14,guten Appetit,buen provecho,phrase,,2
1084,14,Prost / Gesundheit,salud,phrase,auch beim Niesen,2
1085,14,die Nachmittagsmahlzeit,merienda,noun,"f; ca. 17 Uhr, wichtig",2
1086,14,das Abendessen,cena,noun,f; ab 21–22 Uhr,1
1087,14,die Snackplatte,picada,noun,f,3
1088,14,ein Asado machen,hacer un asado,phrase,,2
1089,14,bleib zum Essen,quedate a comer,phrase,imperativo vos (quedarse),3
1090,15,der Knöchel,tobillo,noun,m,2
1091,15,die Hüfte,cadera,noun,f,2
1092,15,die Wirbelsäule,columna,noun,f; auch: die Säule,3
1093,15,der untere Rücken,zona lumbar,noun,f,3
1094,15,das Handgelenk,muñeca,noun,f; auch: die Puppe,2
1095,15,die Haut,piel,noun,f,2
1096,15,das Blut,sangre,noun,f,2
1097,15,der Schmerz,dolor,noun,m; dolor de espalda,1
1098,15,mir tut … weh,me duele,phrase,+ Körperteil: me duele la espalda,1
1099,15,geschwollen,hinchado,adj,,1
1100,15,die Verletzung,lesión,noun,f,2
1101,15,ich habe mich verletzt,me lastimé,phrase,pretérito yo (lastimarse),1
1102,15,die Sehne,tendón,noun,m,3
1103,15,der Muskel,músculo,noun,m,2
1104,15,der Krampf,calambre,noun,m,2
1105,15,ich dehne,elongo,verb,yo (elongar); porteño; auch: estirar,2
1106,15,du dehnst,elongás,verb,vos,2
1107,15,er/sie dehnt,elonga,verb,él/ella,2
1108,15,die Kraft,fuerza,noun,f,2
1109,15,die Ausdauer,resistencia,noun,f,3
1110,15,ich trainiere,entreno,verb,yo (entrenar),2
1111,15,du trainierst,entrenás,verb,vos,2
1112,15,er/sie trainiert,entrena,verb,él/ella,2
1113,15,das Fitnessstudio,gimnasio,noun,m; kurz: el gym,2
1114,15,die Gewichte (Hanteln),pesas,noun,f pl,3
1115,15,ich laufe / ich renne,corro,verb,yo (correr),2
1116,15,du läufst / du rennst,corrés,verb,vos,2
1117,15,er/sie läuft / rennt,corre,verb,él/ella,2
1118,15,ich ruhe mich aus,descanso,verb,yo (descansar); auch Nomen: die Pause (B8),2
1119,15,du ruhst dich aus,descansás,verb,vos,2
1120,15,er/sie ruht sich aus,descansa,verb,él/ella,2
1121,15,der Schlaf / der Traum,sueño,noun,m; tengo sueño = ich bin müde,2
1122,15,die Müdigkeit,cansancio,noun,m,3
1123,15,der Blutdruck,presión,noun,f; auch: der Druck,3
1124,15,die Notaufnahme,guardia,noun,f; ir a la guardia,1
1125,15,das Medikament,remedio,noun,m; porteño für medicamento,1
1126,15,das Rezept,receta,noun,f; auch: das Kochrezept,2
1127,15,das Fieber,fiebre,noun,f,2
1128,15,die Erkältung,resfrío,noun,m; porteño für resfriado,2
1129,15,die Grippe,gripe,noun,f,2
1130,15,ich bin krank,estoy enfermo,phrase,eine Frau: estoy enferma,1
1131,16,ich arbeite,trabajo,verb,yo (trabajar); auch Nomen: die Arbeit (B7),1
1132,16,du arbeitest,trabajás,verb,vos,1
1133,16,er/sie arbeitet,trabaja,verb,él/ella,1
1134,16,ich lerne,aprendo,verb,yo (aprender),1
1135,16,du lernst,aprendés,verb,vos,1
1136,16,er/sie lernt,aprende,verb,él/ella,2
1137,16,ich unterrichte / ich zeige,enseño,verb,yo (enseñar),3
1138,16,du unterrichtest / du zeigst,enseñás,verb,vos,3
1139,16,er/sie unterrichtet / zeigt,enseña,verb,él/ella,3
1140,16,ich übe,practico,verb,yo (practicar),2
1141,16,du übst,practicás,verb,vos,2
1142,16,er/sie übt,practica,verb,él/ella,2
1143,16,ich werde besser,mejoro,verb,yo (mejorar),2
1144,16,du wirst besser,mejorás,verb,vos,2
1145,16,er/sie wird besser,mejora,verb,él/ella,2
1146,16,ich wechsle / ich tausche,cambio,verb,yo (cambiar); auch Nomen: der Wechselkurs (B13),2
1147,16,du wechselst / du tauschst,cambiás,verb,vos,2
1148,16,er/sie wechselt / tauscht,cambia,verb,él/ella,2
1149,16,ich lasse,dejo,verb,yo (dejar),2
1150,16,du lässt,dejás,verb,vos,2
1151,16,er/sie lässt,deja,verb,él/ella,2
1152,16,ich vergesse,me olvido,verb,yo (olvidarse); me olvidé = ich hab's vergessen,2
1153,16,du vergisst,te olvidás,verb,vos,2
1154,16,er/sie vergisst,se olvida,verb,él/ella,2
1155,16,ich erinnere mich,me acuerdo,verb,yo (acordarse); no me acuerdo = ich weiß nicht mehr,2
1156,16,du erinnerst dich,te acordás,verb,vos,2
1157,16,er/sie erinnert sich,se acuerda,verb,él/ella,2
1158,16,es scheint mir / ich finde,me parece,verb,él/ella (parecer); me parece bien = finde ich gut,1
1159,16,was meinst du? / was hältst du davon?,¿qué te parece?,phrase,voseo,2
1160,16,ich finde,encuentro,verb,yo (encontrar),2
1161,16,du findest,encontrás,verb,vos,2
1162,16,er/sie findet,encuentra,verb,él/ella,2
1163,16,ich verliere,pierdo,verb,yo (perder),2
1164,16,du verlierst,perdés,verb,vos,2
1165,16,er/sie verliert,pierde,verb,él/ella,2
1166,16,ich gewinne / ich verdiene,gano,verb,yo (ganar),2
1167,16,du gewinnst / du verdienst,ganás,verb,vos,2
1168,16,er/sie gewinnt / verdient,gana,verb,él/ella,2
1169,16,ich spiele,juego,verb,yo (jugar); auch Nomen: das Spiel,2
1170,16,du spielst,jugás,verb,vos,2
1171,16,er/sie spielt,juega,verb,él/ella,2
1172,16,ich wette,apuesto,verb,yo (apostar),3
1173,16,du wettest,apostás,verb,vos,3
1174,16,er/sie wettet,apuesta,verb,él/ella,3
1175,16,ich kassiere / ich bekomme Lohn,cobro,verb,yo (cobrar); cobro el 5 = ich krieg am 5. Lohn,2
1176,16,du kassierst / du bekommst Lohn,cobrás,verb,vos,2
1177,16,er/sie kassiert / bekommt Lohn,cobra,verb,él/ella,2
1178,16,ich schulde / ich muss,debo,verb,yo (deber); te debo = ich schulde dir,2
1179,16,du schuldest / du musst,debés,verb,vos,2
1180,16,er/sie schuldet / muss,debe,verb,él/ella,2
1181,16,ich leihe,presto,verb,yo (prestar),3
1182,16,du leihst,prestás,verb,vos,3
1183,16,er/sie leiht,presta,verb,él/ella,3
1184,16,"ich nehme raus / ich hole (Termin, Foto)",saco,verb,"yo (sacar); sacar turno, sacar plata; auch Nomen: das Sakko (B7)",1
1185,16,du nimmst raus / du holst,sacás,verb,vos,1
1186,16,er/sie nimmt raus / holt,saca,verb,él/ella,2
1187,16,ich öffne,abro,verb,yo (abrir),2
1188,16,du öffnest,abrís,verb,vos,2
1189,16,er/sie öffnet,abre,verb,él/ella,2
1190,16,ich schließe,cierro,verb,yo (cerrar),2
1191,16,du schließt,cerrás,verb,vos,2
1192,16,er/sie schließt,cierra,verb,él/ella,2
1193,16,ich steige ein / ich gehe rauf,subo,verb,yo (subir),2
1194,16,du steigst ein / du gehst rauf,subís,verb,"vos; él/ella: sube (gleiche Form wie die SUBE-Karte, B9)",2
1195,16,ich steige aus / ich gehe runter,bajo,verb,yo (bajar); auch Adjektiv: klein (B5),1
1196,16,du steigst aus / du gehst runter,bajás,verb,vos,2
1197,16,er/sie steigt aus / geht runter,baja,verb,él/ella,2
1198,16,ich gehe rein,entro,verb,yo (entrar),2
1199,16,du gehst rein,entrás,verb,vos,2
1200,16,er/sie geht rein,entra,verb,él/ella,2
1201,16,ich bleibe,me quedo,verb,yo (quedarse),1
1202,16,du bleibst,te quedás,verb,vos,1
1203,16,er/sie bleibt,se queda,verb,él/ella,2
1204,16,ich setze mich,me siento,verb,yo (sentarse); auch: ich fühle mich (sentirse),2
1205,16,du setzt dich,te sentás,verb,vos,2
1206,16,er/sie setzt sich,se sienta,verb,él/ella,2
1207,16,ich stehe auf,me levanto,verb,yo (levantarse),2
1208,16,du stehst auf,te levantás,verb,vos,2
1209,16,er/sie steht auf,se levanta,verb,él/ella,2
1210,16,ich lege mich hin / ich gehe ins Bett,me acuesto,verb,yo (acostarse),2
1211,16,du legst dich hin / du gehst ins Bett,te acostás,verb,vos,2
1212,16,er/sie legt sich hin / geht ins Bett,se acuesta,verb,él/ella,2
1213,16,ich wache auf,me despierto,verb,yo (despertarse),3
1214,16,du wachst auf,te despertás,verb,vos,3
1215,16,er/sie wacht auf,se despierta,verb,él/ella,3
1216,16,ich dusche / ich bade,me baño,verb,yo (bañarse); porteño: bañarse = duschen,2
1217,16,du duschst / du badest,te bañás,verb,vos,2
1218,16,er/sie duscht / badet,se baña,verb,él/ella,2
1219,16,ich ziehe mich an,me visto,verb,yo (vestirse),3
1220,16,du ziehst dich an,te vestís,verb,vos,3
1221,16,er/sie zieht sich an,se viste,verb,él/ella,3
1222,16,ich reise,viajo,verb,yo (viajar),2
1223,16,du reist,viajás,verb,vos,2
1224,16,er/sie reist,viaja,verb,él/ella,2
1225,16,ich fahre (Auto),manejo,verb,yo (manejar); porteño für conducir,3
1226,16,du fährst (Auto),manejás,verb,vos,3
1227,16,er/sie fährt (Auto),maneja,verb,él/ella,3
1228,16,ich vermisse,extraño,verb,yo (extrañar); te extraño = ich vermisse dich,2
1229,16,du vermisst,extrañás,verb,vos,2
1230,16,er/sie vermisst,extraña,verb,él/ella,2
1231,16,ich passe auf / ich kümmere mich,cuido,verb,yo (cuidar),2
1232,16,du passt auf / du kümmerst dich,cuidás,verb,vos,2
1233,16,er/sie passt auf / kümmert sich,cuida,verb,él/ella,2
1234,16,ich frage,pregunto,verb,yo (preguntar),2
1235,16,du fragst,preguntás,verb,"vos; él/ella: pregunta (= auch Nomen: die Frage, B7)",2
1236,16,ich antworte,contesto,verb,yo (contestar),2
1237,16,du antwortest,contestás,verb,vos,2
1238,16,er/sie antwortet,contesta,verb,él/ella,2
1239,16,ich erkläre,explico,verb,yo (explicar),2
1240,16,du erklärst,explicás,verb,vos,2
1241,16,er/sie erklärt,explica,verb,él/ella,2
1242,16,ich schreibe,escribo,verb,yo (escribir),2
1243,16,du schreibst,escribís,verb,vos,2
1244,16,er/sie schreibt,escribe,verb,él/ella,2
1245,16,ich lese,leo,verb,yo (leer),2
1246,16,du liest,leés,verb,vos,2
1247,16,er/sie liest,lee,verb,él/ella,2
1248,16,ich zeige,muestro,verb,yo (mostrar),2
1249,16,du zeigst,mostrás,verb,vos,2
1250,16,er/sie zeigt,muestra,verb,él/ella,2
1251,16,ich entscheide,decido,verb,yo (decidir),3
1252,16,du entscheidest,decidís,verb,vos,3
1253,16,er/sie entscheidet,decide,verb,él/ella,3
1254,16,ich mache kaputt / ich breche,rompo,verb,yo (romper),2
1255,16,du machst kaputt / du brichst,rompés,verb,vos,2
1256,16,er/sie macht kaputt / bricht,rompe,verb,él/ella,2
1257,16,es funktioniert,funciona,verb,él/ella (funcionar); no funciona = geht nicht,2
1258,16,es funktioniert / es geht (ugs.),anda,verb,él/ella (andar); no anda = geht nicht; auch: er/sie geht / läuft,1
1259,16,es fehlt,falta,verb,él/ella (faltar); falta poco = fehlt nicht mehr viel,1
1260,16,es reicht,alcanza,verb,él/ella (alcanzar); no me alcanza = reicht mir nicht,2
1261,16,es dauert,tarda,verb,él/ella (tardar); tarda mucho = dauert lange,2
1262,16,ich beeile mich,me apuro,verb,yo (apurarse),3
1263,16,du beeilst dich,te apurás,verb,vos; apurate = beeil dich,3
1264,16,er/sie beeilt sich,se apura,verb,él/ella,3
1265,16,ich halte aus / ich ertrage,aguanto,verb,yo (aguantar),2
1266,16,du hältst aus / du erträgst,aguantás,verb,vos,2
1267,16,er/sie hält aus / erträgt,aguanta,verb,él/ella; eso aguanta = das hält,2
1268,16,ich störe,molesto,verb,yo (molestar); ¿molesto? = störe ich?,2
1269,16,du störst,molestás,verb,vos,2
1270,16,er/sie stört,molesta,verb,él/ella,2
1271,16,ich genieße,disfruto,verb,yo (disfrutar),3
1272,16,du genießt,disfrutás,verb,vos,3
1273,16,er/sie genießt,disfruta,verb,él/ella,3
1274,16,ich lache,me río,verb,yo (reírse),3
1275,16,du lachst,te reís,verb,vos,3
1276,16,er/sie lacht,se ríe,verb,él/ella,3
1277,16,ich ärgere mich,me enojo,verb,yo (enojarse),3
1278,16,du ärgerst dich,te enojás,verb,vos,3
1279,16,er/sie ärgert sich,se enoja,verb,él/ella,3
1280,16,ich mache mir Sorgen,me preocupo,verb,yo (preocuparse),3
1281,16,du machst dir Sorgen,te preocupás,verb,vos; no te preocupes = mach dir keine Sorgen,3
1282,16,er/sie macht sich Sorgen,se preocupa,verb,él/ella,3
1283,16,ich vertraue,confío,verb,yo (confiar),3
1284,16,du vertraust,confiás,verb,vos,3
1285,16,er/sie vertraut,confía,verb,él/ella,3
1286,16,ich riskiere,arriesgo,verb,yo (arriesgar),3
1287,16,du riskierst,arriesgás,verb,vos,3
1288,16,er/sie riskiert,arriesga,verb,él/ella,3
1289,16,du warst / du gingst,fuiste,verb,pretérito vos (ser e ir),2
1290,16,du warst (Zustand / Ort),estuviste,verb,pretérito vos (estar),2
1291,16,du hattest,tuviste,verb,pretérito vos (tener),2
1292,16,du wolltest,quisiste,verb,pretérito vos (querer),3
1293,16,ich machte / ich habe gemacht,hice,verb,pretérito yo (hacer),2
1294,16,du machtest / du hast gemacht,hiciste,verb,pretérito vos (hacer),2
1295,16,ich sagte / ich habe gesagt,dije,verb,pretérito yo (decir),2
1296,16,du sagtest / du hast gesagt,dijiste,verb,pretérito vos (decir),3
1297,16,ich kam / ich bin gekommen,vine,verb,pretérito yo (venir),2
1298,16,du kamst / du bist gekommen,viniste,verb,pretérito vos (venir),3
1299,17,der Winter,invierno,noun,m; Juni–August,2
1300,17,der Sommer,verano,noun,m; Dezember–Februar,2
1301,17,der Herbst,otoño,noun,m,3
1302,17,der Frühling,primavera,noun,f,3
1303,17,es ist heiß,hace calor,phrase,Wetter; mir ist heiß = tengo calor,1
1304,17,es ist kalt,hace frío,phrase,Wetter; mir ist kalt = tengo frío,1
1305,17,es regnet,llueve,verb,"él/ella, unpersönlich (llover)",1
1306,17,der Wind,viento,noun,m; hay viento = es ist windig,2
1307,17,feucht / schwül,húmedo,adj,der BA-Sommer,2
1308,17,die Sonne,sol,noun,m; hay sol = die Sonne scheint,2
1309,17,die Wolke,nube,noun,f,3
1310,17,die Bushaltestelle,parada,noun,f; in B6: die Parada (Tangofigur),1
1311,17,die Buslinie / die Linie,línea,noun,f; el 24 = die Linie 24,2
1312,17,der Zug,tren,noun,m,2
1313,17,der Mietwagen mit Fahrer,remis,noun,"m; porteño; wie ein Taxi, telefonisch bestellt",2
1314,17,die Adresse,dirección,noun,f; auch: die Richtung,1
1315,17,geradeaus,derecho,adv,derecho ≠ derecha (rechts),1
1316,17,ich biege ab,doblo,verb,yo (doblar),2
1317,17,du biegst ab,doblás,verb,vos; doblá a la derecha = bieg rechts ab,2
1318,17,er/sie biegt ab,dobla,verb,él/ella,2
1319,17,ich steige hier aus,bajo acá,phrase,im colectivo,1
1320,17,fährt er durchs Zentrum?,¿pasa por el centro?,phrase,Frage an den Busfahrer: ¿pasa por …?,1
1321,17,morgens,a la mañana,phrase,porteño: a la statt por la,1
1322,17,nachmittags,a la tarde,phrase,porteño: a la statt por la,2
1323,17,abends,a la noche,phrase,porteño: a la statt por la,1
1324,17,übermorgen,pasado mañana,adv,,2
1325,17,vorgestern,anteayer,adv,,3
1326,17,nächste Woche,la semana que viene,phrase,que viene = kommende,1
1327,17,letzten Monat,el mes pasado,phrase,pasado = vergangen,2
1328,17,das Wochenende (ugs.),finde,noun,m; kurz für fin de semana,1
1329,18,der Fußball,fútbol,noun,m,2
1330,18,der Fan (Fußball),hincha,noun,m; f gleich: la hincha,2
1331,18,das Spiel (Fußball),partido,noun,m; auch: die Partei,2
1332,18,das Tor (Fußball),gol,noun,m,2
1333,18,das Stadion / der Fußballplatz,cancha,noun,f,2
1334,18,für welchen Verein bist du?,¿de qué cuadro sos?,phrase,unvermeidbar; cuadro = Verein (ugs.); Antwort vorbereiten,2
1335,18,Boca Juniors,Boca Juniors,noun,m; kurz: Boca; Club aus La Boca; Rivale: River,2
1336,18,River Plate,River Plate,noun,m; kurz: River; Club aus Núñez; Rivale: Boca,2
1337,18,die Politik,política,noun,f,3
1338,18,die Regierung,gobierno,noun,m,3
1339,18,die Wahlen,elecciones,noun,f pl,3
1340,18,die Krise,crisis,noun,f; Dauerzustand,2
1341,18,Deutschland,Alemania,noun,f,1
1342,18,seit wann bist du hier?,¿hace cuánto estás acá?,phrase,voseo,1
1343,18,was arbeitest du?,¿de qué laburás?,phrase,voseo; laburar = Lunfardo für arbeiten,1
1344,18,ich bin Schweißer,soy soldador,phrase,auch: trabajo de soldador,1
1345,18,hast du Kinder?,¿tenés hijos?,phrase,voseo,2
1346,18,ledig,soltero,adj,f: soltera,2
1347,18,verheiratet,casado,adj,f: casada,2
